게시물ID,제목,게시일,원래 카테고리,규칙 기반 주제 분류,URL,추출본문 문자수,본문 이미지 요소수,본문 확인
224164439808,개운중학교 개운중 2025 학교소개 및 수학 성적 분석,2026. 1. 29.,중학교,교육·입시정보,https://blog.naver.com/skills_in_math2/224164439808,2543,12,추출
224164418523,중계중 수학 전문학원 수학의기술 기출분석 자료 대공개! 2025 2학년 2학기 기말고사 수학 시험 살펴보기📢,2026. 1. 29.,중등기출분석,시험분석·대비,https://blog.naver.com/skills_in_math2/224164418523,2210,23,추출
224163972318,솔샘중학교 솔샘중 2025 학교소개 및 수학 성적 분석,2026. 1. 29.,중학교,교육·입시정보,https://blog.naver.com/skills_in_math2/224163972318,2409,12,추출
224163938143,을지중학교 을지중 2025 학교소개 및 수학 성적 분석,2026. 1. 29.,중학교,교육·입시정보,https://blog.naver.com/skills_in_math2/224163938143,2458,12,추출
224163877127,길음중학교 길음중 2025 학교 소개 및 수학 성적 분석,2026. 1. 29.,중학교,교육·입시정보,https://blog.naver.com/skills_in_math2/224163877127,2460,12,추출
224163481210,중계중학교 중계중 2025 학교소개 및 수학 성적 분석,2026. 1. 29.,중학교,교육·입시정보,https://blog.naver.com/skills_in_math2/224163481210,2402,11,추출
224163471432,삼각산중학교 삼각산중 2025 학교소개 및 수학 성적 분석,2026. 1. 29.,중학교,교육·입시정보,https://blog.naver.com/skills_in_math2/224163471432,2515,12,추출
224163398976,상명중학교 상명중 2025 학교소개 및 수학 성적 분석,2026. 1. 29.,중학교,교육·입시정보,https://blog.naver.com/skills_in_math2/224163398976,2478,13,추출
224163367852,불암중학교 불암중 2025 학교소개 및 수학 성적 분석,2026. 1. 28.,중학교,교육·입시정보,https://blog.naver.com/skills_in_math2/224163367852,2505,12,추출
224159418541,2025 가천대 정시등급 가천대학교 정시컷 백분위 입결 커트라인,2026. 1. 25.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224159418541,2356,14,추출
224159408444,2025 가천대 수시등급 가천대학교 논술등급 수시컷 교과 등급컷 입결 커트라인 수능최저,2026. 1. 25.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224159408444,4021,22,추출
224159382579,2025 가천대 수시등급 가천대학교 수시컷 학종 등급컷 입결 커트라인 면접일정,2026. 1. 25.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224159382579,2096,21,추출
224156001862,"중계동 수학학원 수학의기술, 상명중학교 2025 2학년 2학기 기말고사 전격 분석-!",2026. 1. 22.,중등기출분석,시험분석·대비,https://blog.naver.com/skills_in_math2/224156001862,2585,17,추출
224149100465,"중계동 수학학원, 지금부터 시작해도 늦지않았습니다! 수학의기술 2026 동계특강 안내",2026. 1. 16.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/224149100465,1914,12,추출
224148045721,"중계동 윈터스쿨, 아침에 폰 대신 공부로 시작하는 2월 아침집중반 모집!",2026. 1. 15.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/224148045721,3110,15,추출
224146782331,2025 세종대 정시등급 세종대학교 정시컷 백분위 입결 커트라인,2026. 1. 14.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224146782331,4565,20,추출
224146761394,2025 세종대 수시등급 세종대학교 수시컷 교과 등급컷 입결 커트라인 수능최저,2026. 1. 14.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224146761394,2636,16,추출
224146741478,2025 세종대 수시등급 세종대학교 수시컷 학종 등급컷 입결 커트라인 면접일정,2026. 1. 14.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224146741478,3410,21,추출
224146626213,"중계동 윈터스쿨, 계획을 ‘세우는 공부’에서 ‘끝내는 공부’로: 아침집중반 2주차 이야기",2026. 1. 14.,은행사거리점(직접 게시),수업·학습관리,https://blog.naver.com/skills_in_math2/224146626213,2644,18,추출
224138074118,중계동 수학의기술 은행사거리점 2026년 학습 몰입과 집중을 위한 면학표준 시행,2026. 1. 7.,은행사거리점(직접 게시),수업·학습관리,https://blog.naver.com/skills_in_math2/224138074118,2892,16,추출
224136728449,"중계동 윈터스쿨, 방학 아침을 책임지는 수학의기술 아침집중반 시작!",2026. 1. 6.,은행사거리점(직접 게시),소개·공지·기타,https://blog.naver.com/skills_in_math2/224136728449,2260,19,추출
224136491279,"📊 우리 아이 학원, ‘순공 시간’으로 확인하세요! 12월 순공랭킹 TOP10 발표",2026. 1. 6.,수학의기술 상위 카테고리,학습성과·후기,https://blog.naver.com/skills_in_math2/224136491279,1166,6,추출
224136490888,🏆수학의기술 은행사거리점 11월 순공랭킹 TOP 10 발표 !!🏆,2026. 1. 6.,수학의기술 상위 카테고리,학습성과·후기,https://blog.naver.com/skills_in_math2/224136490888,2043,6,추출
224124566926,2025 국민대 정시등급 국민대학교 정시컷 백분위 입결 커트라인,2025. 12. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224124566926,5336,22,추출
224124551688,2025 국민대 수시등급 국민대학교 수시컷 교과 등급컷 입결 커트라인 수능최저,2025. 12. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224124551688,3135,13,추출
224124544819,2025 국민대 수시등급 국민대학교 수시컷 학종 등급컷 입결 커트라인 면접일정,2025. 12. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224124544819,4092,16,추출
224124528218,2025 숙명여대 정시등급 숙명여자대학교 정시컷 백분위 입결 커트라인 숙대,2025. 12. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224124528218,4409,14,추출
224124518428,2025 숙명여대 수시등급 숙명여자대학교 수시컷 교과 등급컷 입결 커트라인 수능최저 숙대,2025. 12. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224124518428,2526,11,추출
224124506578,2025 숙명여대 수시등급 숙명여자대학교 수시컷 학종 등급컷 입결 커트라인 면접일정 숙대,2025. 12. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224124506578,5922,17,추출
224123868179,2025 홍대 정시등급 홍익대학교 정시컷 백분위 입결 커트라인,2025. 12. 26.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224123868179,5993,13,추출
224123860207,2025 홍대 수시등급 홍익대학교 수시컷 교과 등급컷 입결 커트라인 수능최저,2025. 12. 26.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224123860207,2648,12,추출
224123853442,2025 홍대 수시등급 홍익대학교 수시컷 학종 등급컷 입결 커트라인 면접일정,2025. 12. 26.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224123853442,2152,15,추출
224123838974,2025 동국대 정시등급 동국대학교 정시컷 백분위 입결 커트라인,2025. 12. 26.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224123838974,2826,18,추출
224123831759,2025 동국대 수시등급 동국대학교 수시컷 교과 등급컷 입결 커트라인 수능최저,2025. 12. 26.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224123831759,2464,12,추출
224123823483,2025 동국대 수시등급 동국대학교 수시컷 학종 등급컷 입결 커트라인 면접일정,2025. 12. 26.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224123823483,2429,18,추출
224122704768,2025 건국대 건대 정시등급 건국대학교 정시컷 백분위 입결 커트라인,2025. 12. 26.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224122704768,5326,21,추출
224122695093,2025 건국대 건대 수시등급 건국대학교 수시컷 교과 등급컷 입결 커트라인 수능최저,2025. 12. 26.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224122695093,2483,12,추출
224122687487,2025 건국대 건대 수시등급 건국대학교 수시컷 학종 등급컷 입결 커트라인 면접일정,2025. 12. 26.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224122687487,2235,14,추출
224122669678,2025 이화여대 이대 정시등급 이화여대학교 정시컷 백분위 입결 커트라인,2025. 12. 25.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224122669678,3157,14,추출
224122659877,2025 이화여대 이대 수시등급 이화여대학교 수시컷 교과 등급컷 입결 커트라인 수능최저,2025. 12. 25.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224122659877,2942,13,추출
224122647897,2025 이화여대 이대 수시등급 이화여대학교 수시컷 학종 등급컷 입결 커트라인 면접일정,2025. 12. 25.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224122647897,2969,22,추출
224122596551,2025 서울시립대 정시등급 서울시립대학교 정시컷 백분위 입결 커트라인,2025. 12. 25.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224122596551,4195,15,추출
224122585873,2025 서울시립대 수시등급 서울시립대학교 수시컷 교과 등급컷 입결 커트라인 수능최저,2025. 12. 25.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224122585873,2738,13,추출
224122573239,2025 서울시립대 수시등급 서울시립대학교 수시컷 학종 등급컷 입결 커트라인 면접일정,2025. 12. 25.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224122573239,4011,18,추출
224106291758,"중계동 수학학원, 이차방정식과 이차함수... 어려운 중3 수학 이번 겨울방학에 한번에 끝내는 방법!!!",2025. 12. 12.,문의폭주개강소식,모집·개강,https://blog.naver.com/skills_in_math2/224106291758,3785,16,추출
224106050668,"중계동 수학학원, 예비중1 수학, 지금 시작하면 늦은 걸까요… 따라잡을 수 있는 방법이 있다면요?",2025. 12. 12.,문의폭주개강소식,모집·개강,https://blog.naver.com/skills_in_math2/224106050668,2930,13,추출
224106245214,"중계동 수학학원 확통, 벼락치기도 준비가 필요하다! 수학의기술 확률과 통계 개념응용 정복반",2025. 12. 12.,문의폭주개강소식,모집·개강,https://blog.naver.com/skills_in_math2/224106245214,2794,14,추출
224097031098,"중계동 수학학원 이번 겨울방학, “기하”는 반드시 끝내셔야 됩니다! 대진고 대진여고 선덕고 영신여고 청원여고 불암고 서라벌고 기하 개념 마스터 특강",2025. 12. 3.,문의폭주개강소식,모집·개강,https://blog.naver.com/skills_in_math2/224097031098,3968,16,추출
224094575756,"[중계동 윈터스쿨] 스마트폰 없이 3시간, 소수정예 1:1 과외식 수업 아침집중반 - 수학의기술 은행사거리점",2025. 12. 1.,문의폭주개강소식,모집·개강,https://blog.naver.com/skills_in_math2/224094575756,3379,13,추출
224092584527,2025 한국외대 정시등급 한국외국어대학교 정시컷 백분위 입결 커트라인,2025. 11. 29.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224092584527,7890,18,추출
224092562047,2025 한국외대 수시등급 한국외국어대학교 수시컷 교과 등급컷 입결 커트라인 수능최저,2025. 11. 29.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224092562047,2792,16,추출
224092476913,2025 한국외대 수시등급 한국외국어대학교 수시컷 학종 등급컷 입결 커트라인 면접일정,2025. 11. 29.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224092476913,4477,24,추출
224092449370,2025 경희대 정시등급 경희대학교 정시컷 백분위 입결 커트라인,2025. 11. 29.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224092449370,11188,16,추출
224092430380,2025 경희대 수시등급 경희대학교 수시컷 교과 등급컷 입결 커트라인 수능최저,2025. 11. 29.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224092430380,4957,12,추출
224092416612,2025 경희대 수시등급 경희대학교 수시컷 학종 등급컷 입결 커트라인 면접일정 네오르네상스 뜻,2025. 11. 29.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224092416612,4981,15,추출
224091643005,2025 중앙대 정시등급 중앙대학교 정시컷 백분위 입결 커트라인,2025. 11. 28.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224091643005,6947,15,추출
224091629824,2025 중앙대 수시등급 중앙대학교 수시컷 교과 등급컷 입결 커트라인 수능최저,2025. 11. 28.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224091629824,2082,14,추출
224091591459,2025 중앙대 수시등급 중앙대학교 수시컷 학종 등급컷 입결 커트라인 면접일정,2025. 11. 28.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224091591459,3890,17,추출
224091466142,2025 서강대 정시등급 서강대학교 정시컷 백분위 입결 커트라인,2025. 11. 28.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224091466142,3561,22,추출
224091432040,2025 서강대 수시등급 서강대학교 수시컷 교과 등급컷 입결 커트라인 수능최저,2025. 11. 28.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224091432040,2554,14,추출
224091408300,"중계동 고등수학학원, 예비고1 겨울방학 한 번으로 고등 3년 틀 잡는 동계방학특강",2025. 11. 28.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/224091408300,2959,16,추출
224091391868,2025 서강대 수시등급 서강대학교 수시컷 학종 등급컷 입결 커트라인 면접일정,2025. 11. 28.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224091391868,1952,16,추출
224090396296,2025 한양대 정시등급 한양대학교 정시컷 백분위 입결 커트라인,2025. 11. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224090396296,6124,23,추출
224090360514,2025 한양대 수시등급 한양대학교 수시컷 교과 등급컷 입결 커트라인 수능최저,2025. 11. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224090360514,3201,18,추출
224090344849,2025 한양대 수시등급 한양대학교 수시컷 학종 등급컷 입결 커트라인 면접일정,2025. 11. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224090344849,4319,20,추출
224090228684,2025 성균관대 정시등급 성균관대학교 정시컷 백분위 입결 커트라인,2025. 11. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224090228684,4756,30,추출
224090195143,2025 성균관대 수시등급 성균관대학교 수시컷 교과 등급컷 입결 커트라인 수능최저,2025. 11. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224090195143,2742,16,추출
224090173043,2025 성균관대 수시등급 성균관대학교 수시컷 학종 등급컷 입결 커트라인,2025. 11. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224090173043,2989,12,추출
224089262800,2025 고려대 정시등급 고려대학교 정시컷 백분위 입결 커트라인,2025. 11. 26.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224089262800,6897,19,추출
224089241643,2025 고려대 수시등급 고려대학교 수시컷 교과 등급컷 입결 커트라인 수능최저,2025. 11. 26.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224089241643,4079,12,추출
224088986596,2025 고려대 수시등급 고려대학교 수시컷 학종 등급컷 입결 커트라인,2025. 11. 26.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224088986596,4602,17,추출
224088893950,중계동 수학학원 중2 수학이 막히는 이유? 수학의기술 방정식•부등식 동계특강으로 대비하기,2025. 11. 26.,문의폭주개강소식,모집·개강,https://blog.naver.com/skills_in_math2/224088893950,3030,15,추출
224088074645,"중계동 초등수학학원 서술형만 보면 멈춘 내 아이. 겨울방학 10회, 필즈수학(초급)으로 서술형 사고력 UP",2025. 11. 26.,은행사거리점(직접 게시),소개·공지·기타,https://blog.naver.com/skills_in_math2/224088074645,5296,18,추출
224082737118,"중계동 수학학원 수학의기술, 은행사거리점 2026 동계특강 소식 확인하기📣",2025. 11. 21.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/224082737118,5788,14,추출
224081423914,[현장스케치]올해 수학은 여기서 결정됩니다! 수학의기술 예비중 전학년 설명회 생생 후기📚,2025. 11. 19.,은행사거리점(직접 게시),학습성과·후기,https://blog.naver.com/skills_in_math2/224081423914,2454,26,추출
224079749564,12월 2일 개강 ! 수학의기술 은행사거리점 예비고1 시간표 대공개 :D,2025. 11. 18.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/224079749564,1732,8,추출
224076077389,중계동 겨울방학 윈터스쿨 수학의기술 아침집중반으로 새학기 선점하기!,2025. 11. 17.,은행사거리점(직접 게시),소개·공지·기타,https://blog.naver.com/skills_in_math2/224076077389,3022,17,추출
224072433053,🔥수학의기술 고1을 위한 기말 대비 ‘기출 FINAL’ 재원생 한정 특강 OPEN~!,2025. 11. 11.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/224072433053,2211,9,추출
224072428875,⚡ “예비고1부터 다르다!” 반배치고사로 시작하는 진짜 고등 수학 첫걸음 ✏️,2025. 11. 11.,은행사거리점(직접 게시),소개·공지·기타,https://blog.naver.com/skills_in_math2/224072428875,2659,11,추출
224072338396,"중계동 은행사거리 수학의기술, 2학기도 꼼꼼하고 완벽하게 마무리,12월 개강반을 소개합니다. 👏",2025. 11. 11.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/224072338396,2755,12,추출
224068989909,🎯고입의 승패는 중등에서 결정난다! 예비중1.2.3을 위한 성공 고입설계 설명회 개최,2025. 11. 8.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/224068989909,2079,13,추출
224068516706,"[중간고사 결과 공개] 수학의기술 고등부, 2학기 중간고사 씹어먹었다.💥🔥",2025. 11. 8.,은행사거리점(직접 게시),시험분석·대비,https://blog.naver.com/skills_in_math2/224068516706,1516,25,추출
224064688608,"📚 거기 중3, 졸업고사 끝? 예비고1 시작이지-! 알짜배기 고등 심화특강 대개강!",2025. 11. 4.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/224064688608,1466,8,추출
224064686576,🏆✨ 10월 수학의기술 은행사거리점 순공랭킹 발표!!,2025. 11. 4.,은행사거리점(직접 게시),학습성과·후기,https://blog.naver.com/skills_in_math2/224064686576,1026,8,추출
224063609875,"[현장스케치] 발 디딜 틈 없던 수학의기술 2차 입시설명회🎓  2025 고등학교 입시, 남·여학교 방향 완전정리!",2025. 11. 3.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/224063609875,2949,14,추출
224060619655,2025 연세대 정시등급 연세대학교 정시컷 백분위 입결 커트라인,2025. 10. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224060619655,7416,17,추출
224060591311,2025 연세대 수시등급 연세대학교 수시컷 교과 등급컷 입결 커트라인 수능최저,2025. 10. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224060591311,3957,15,추출
224060581054,"[현장스케치] 입시 열기 폭발🔥 2025 수학의기술 고등학교 1차 입시설명회, 남·여학교 완전 분석!",2025. 10. 31.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/224060581054,2571,21,추출
224060573934,2025 연세대 수시등급 연세대학교 수시컷 학종 등급컷 입결 커트라인,2025. 10. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224060573934,2616,13,추출
224060545183,2025 서울대 정시 입결 정시등급 서울대학교 정시컷 커트라인,2025. 10. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224060545183,5325,19,추출
224060509812,2025 서울대 수시등급 서울대학교 수시컷 학생부종합전형 학종 지균 입결 커트라인,2025. 10. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/224060509812,5910,28,추출
224056285552,🗓️ 2027학년도 수능·모의고사·대입 일정 발표 📚,2025. 10. 28.,은행사거리점(직접 게시),소개·공지·기타,https://blog.naver.com/skills_in_math2/224056285552,1619,10,추출
224044620822,"내일이 수능이라면, 이 글만은 꼭 봐! 🥰수학의 기술이 전하는 수험생 지침서",2025. 10. 17.,은행사거리점(직접 게시),소개·공지·기타,https://blog.naver.com/skills_in_math2/224044620822,2357,9,추출
224043240547,올해도 돌아온 수학의기술 은행사거리점 '2026 고등학교 어디가?! 예비고1을 위한 고입 설명회' !!,2025. 10. 16.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/224043240547,1581,4,추출
224036888237,🏆수학의기술 은행사거리점 9월의 순공랭킹 TOP 10 !🏆,2025. 10. 10.,은행사거리점(직접 게시),학습성과·후기,https://blog.naver.com/skills_in_math2/224036888237,1674,6,추출
224000502622,수학의기술 은행사거리점 🎓 8월 순공랭킹 top 10🎓 을 공개합니다 !,2025. 9. 8.,은행사거리점(직접 게시),학습성과·후기,https://blog.naver.com/skills_in_math2/224000502622,1667,5,추출
223996680907,"은행사거리 수학학원, 맞춤형 지도와 성적 향상의 시작!",2025. 9. 5.,은행사거리점(직접 게시),소개·공지·기타,https://blog.naver.com/skills_in_math2/223996680907,1519,10,추출
223995531248,"결과로 증명하는 수학의기술 , 2025 2학기 중간고사대비 고1 기출 FINAL 특강 대개강!",2025. 9. 4.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/223995531248,1726,7,추출
223969733174,중계동 은행사거리 수학의기술에서 2학기도 꼼꼼하고 완벽하게 대비하자 !  (9월 개강반 안내),2025. 8. 13.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/223969733174,1650,6,추출
223958687669,📚 [7월 순공랭킹 TOP10 공개🔥]  당신의 순공 시간은 몇 시간인가요?,2025. 8. 4.,은행사거리점(직접 게시),학습성과·후기,https://blog.naver.com/skills_in_math2/223958687669,1623,5,추출
223945930832,가천대 정시모집요강 반영비율 2026 가천대학교 입학전형 정시 신입학,2025. 7. 24.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223945930832,2067,5,추출
223945930365,가천대 학종 교과 수능최저 수시 2026 가천대학교 입학전형 수시모집요강,2025. 7. 24.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223945930365,2357,6,추출
223944614464,세종대 정시모집요강 반영비율 2026 세종대학교 입학전형 정시 신입학,2025. 7. 23.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223944614464,2109,12,추출
223944607249,세종대 학종 교과 수능최저 수시 2026 세종대학교 입학전형 수시모집요강,2025. 7. 23.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223944607249,1945,12,추출
223938763737,"🔥1등급은 이렇게 만들어진다! 수학의기술 고등부, 2025 1학기 성적 대공개 🔥",2025. 7. 18.,은행사거리점(직접 게시),소개·공지·기타,https://blog.naver.com/skills_in_math2/223938763737,1991,7,추출
223936329628,"중계동 수학학원 수학의기술, 친구한테 소문내고 수강료 할인받자! >>앵콜-! 게릴라 이벤트<<",2025. 7. 16.,은행사거리점(직접 게시),이벤트·행사,https://blog.naver.com/skills_in_math2/223936329628,1908,8,추출
223933528241,"중계동 수학학원 수학의기술, 미래설계과정 점검도 빠짐없이! 1차 인증시험 안내📚🔥",2025. 7. 14.,은행사거리점(직접 게시),소개·공지·기타,https://blog.naver.com/skills_in_math2/223933528241,1036,6,추출
223933525336,"중계동 내신전문 수학학원 수학의기술, 2학기 현행심화 수업 대공개🔥",2025. 7. 14.,은행사거리점(직접 게시),수업·학습관리,https://blog.naver.com/skills_in_math2/223933525336,1894,8,추출
223924171945,"📢예비고1, 수학을 도와줘-! 중계동 수학학원 수학의기술 공통수학1 스타터를 위한 중3 전용 커리큘럼 OPEN🚨",2025. 7. 7.,은행사거리점(직접 게시),소개·공지·기타,https://blog.naver.com/skills_in_math2/223924171945,2507,12,추출
223922188697,"중계 은행사거리 수학의 기술 , 6월의 순공랭킹 top 10 공개 !",2025. 7. 4.,은행사거리점(직접 게시),학습성과·후기,https://blog.naver.com/skills_in_math2/223922188697,1472,5,추출
223917231052,홍대 정시모집요강 반영비율 2026 홍익대학교 입학전형 정시 신입학,2025. 6. 30.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223917231052,1915,9,추출
223917225144,홍대 학종 교과 수능최저 수시 2026 홍익대학교 입학전형 수시모집요강,2025. 6. 30.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223917225144,1975,12,추출
223917177566,국민대 정시모집요강 반영비율 2026 국민대학교 입학전형 정시 신입학,2025. 6. 30.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223917177566,1952,10,추출
223917177361,국민대 학종 교과 수능최저 수시 2026 국민대학교 입학전형 수시모집요강,2025. 6. 30.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223917177361,1987,10,추출
223917176993,숙명여대 정시모집요강 반영비율 2026 숙명여자대학교 입학전형 정시 신입학,2025. 6. 30.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223917176993,1904,6,추출
223917176812,숙명여대 학종 교과 수능최저 수시 2026 숙명여자대학교 입학전형 수시모집요강,2025. 6. 30.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223917176812,2141,6,추출
223916977715,동국대 정시모집요강 반영비율 2026 동국대학교 입학전형 정시 신입학,2025. 6. 30.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223916977715,1667,10,추출
223916973034,동국대 학종 교과 수능최저 수시 2026 동국대학교 입학전형 수시모집요강,2025. 6. 30.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223916973034,1838,12,추출
223915975673,건국대 정시모집요강 반영비율 2026 건국대학교 입학전형 정시 신입학,2025. 6. 29.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223915975673,2247,5,추출
223915975338,건국대 학종 교과 수능최저 수시 2026 건국대학교 입학전형 수시모집요강,2025. 6. 29.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223915975338,2018,7,추출
223915920953,이화여대 정시모집요강 반영비율 2026 이화여자대학교 입학전형 정시 신입학,2025. 6. 29.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223915920953,1969,13,추출
223915920153,이화여대 학종 교과 수능최저 수시 2026 이화여자대학교 입학전형 수시모집요강,2025. 6. 29.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223915920153,2832,10,추출
223915859661,서울시립대 정시모집요강 반영비율 2026 서울시립대학교 입학전형 정시 신입학,2025. 6. 29.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223915859661,1874,5,추출
223915857909,서울시립대 학종 교과 수능최저 수시 2026 서울시립대학교 입학전형 수시모집요강,2025. 6. 29.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223915857909,1999,5,추출
223915719843,한국외대 정시모집요강 반영비율 2026 한국외대학교 입학전형 정시 신입학,2025. 6. 29.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223915719843,2605,4,추출
223915714629,한국외대 학종 교과 수능최저 수시 2026 한국외대학교 입학전형 수시모집요강,2025. 6. 29.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223915714629,3169,5,추출
223914261013,경희대 정시모집요강 반영비율 2026 경희대학교 입학전형 정시 신입학,2025. 6. 28.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223914261013,1841,10,추출
223914247409,경희대 학종 교과 수능최저 수시 2026 경희대학교 입학전형 수시모집요강,2025. 6. 28.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223914247409,2083,6,추출
223913063694,중앙대 정시모집요강 반영비율 2026 중앙대학교 입학전형 정시 신입학,2025. 6. 27.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223913063694,2016,7,추출
223913063056,중앙대 학종 교과 수능최저 수시 2026 중앙대학교 입학전형 수시모집요강,2025. 6. 27.,모집요강,교육·입시정보,https://blog.naver.com/skills_in_math2/223913063056,2296,4,추출
223912268292,🏆 중계 수학의기술 은행사거리점 고등부 1학기 중간고사 성과 발표 ! 🏆,2025. 6. 26.,은행사거리점(직접 게시),학습성과·후기,https://blog.naver.com/skills_in_math2/223912268292,1395,27,추출
223906653043,✏️ 수학의기술 은행사거리점 중등부 2학기 대비 반배치고사 실시 안내 🔥,2025. 6. 21.,은행사거리점(직접 게시),소개·공지·기타,https://blog.naver.com/skills_in_math2/223906653043,1457,7,추출
